,Unnamed: 0,annotation_id,exp_split,label,label_id,text,full text doc,importance_scores
369,369,test_1743,test,0,negative,as by as cinematographer but it on,the streets shot by cinematographer michael ballhaus may be as authentic as they are mean but it is nearly impossible to care about what happens on them,"[2.280978   2.270097   2.0088935  1.8585179  1.1959094  1.1482546
 0.96019804]"
1171,1171,test_306,test,1,positive,an man from leading away a perfection,an unbelievably fun film just a leading man away from perfection,"[ 0.8780611   0.47053516  0.32373303 -0.12659903 -0.3003673  -0.5544585
 -0.64873606]"
552,552,test_948,test,0,negative,substandard to worse attempt thing be an,the only thing worse than your substandard run of the mill hollywood picture is an angst ridden attempt to be profound,"[2.0418828  1.6868418  1.0889704  1.0621661  0.9842043  0.8859769
 0.85692376]"
686,686,test_768,test,1,positive,small uneasily binds finds at look sits,sits uneasily as a horror picture but finds surprising depth in its look at the binds of a small family,"[2.2902083  1.9199877  1.4183946  1.3433943  1.3350632  1.2487044
 0.81211865]"
551,551,test_877,test,0,negative,course half by and are gross contrived,its gross out gags and colorful set pieces are of course stultifyingly contrived and too stylized by half,"[2.1193264  1.6896318  1.2751915  0.72248554 0.38163972 0.2514859
 0.09043819]"
1200,1200,test_1366,test,0,negative,movie as humorless but mess a disjointed,but as a movie it s a humorless disjointed mess,"[ 0.5823358   0.3415435   0.09159884 -0.0291346  -0.09396683 -0.19517058
 -0.20896912]"
873,873,test_1749,test,0,negative,own exposing the director ends sadism excessive,the unceasing sadism is so graphically excessive the director just ends up exposing his own obsession,"[1.63049    1.207846   0.9628835  0.67371655 0.6146983  0.5587438
 0.13073383]"
1657,1657,test_1797,test,0,negative,format stories from chosen the suffer the,the stories here suffer from the chosen format,"[ 0.9975533  -0.01434074 -0.18695837 -0.28126583 -0.6865444  -1.0255373
 -1.8024722 ]"
443,443,test_836,test,1,positive,that demands levels timely provocative invites thrilling,thrilling provocative and darkly funny this timely sci fi mystery works on so many different levels that it not only invites it demands repeated viewings,"[1.8600415  1.6478984  1.5862739  1.0054972  0.81195754 0.5284847
 0.452627  ]"
1554,1554,test_887,test,1,positive,stinging at even of fun times lots,thoughtful even stinging at times and lots of fun,"[ 2.3911595   1.1611488   0.5017658   0.49051136  0.18090323 -0.00253307
 -0.40721965]"
270,270,test_775,test,1,positive,she intriguing ll gives that you staring,huppert gives erika a persona that is so intriguing that you find yourself staring hypnotically at her trying to understand her and wondering if she ll crack,[2.9515147 1.7332729 1.2676861 1.1071461 1.0633066 1.052438  0.7112177]
621,621,test_932,test,0,negative,s storyteller the and femme unlike la,unlike his directorial efforts la femme nikita and the professional the transporter lacks besson s perspective as a storyteller,"[2.9459276  2.0283122  1.7956508  0.9491044  0.49841127 0.40772834
 0.29035053]"
502,502,test_1213,test,1,positive,keeps a to characters while that her,davis has a bright chipper style that keeps things moving while never quite managing to connect her wish fulfilling characters to the human race,"[1.1106786  1.0586594  0.7702434  0.6531012  0.2695166  0.17408073
 0.16683358]"
1580,1580,test_1425,test,0,negative,much not anything no no yuks movement,no movement no yuks not much of anything,"[ 2.39522     1.8325372   1.5715302   0.71447414  0.470763    0.13191378
 -0.12914133]"
888,888,test_321,test,1,positive,a end of such no watchful has,by the end of no such thing the audience like beatrice has a watchful affection for the monster,"[1.4042879  1.3215762  1.2654284  1.1638184  1.002884   0.9326806
 0.86674017]"
875,875,test_3,test,1,positive,intentions to literally picture the hell more,perhaps no picture ever made has more literally showed that the road to hell is paved with good intentions,"[1.1315558  0.7777902  0.6530643  0.54429966 0.43887505 0.34653643
 0.27590305]"
1369,1369,test_658,test,1,positive,big mess mind blowing breath film taking,the film is just a big gorgeous mind blowing breath taking mess,"[1.2890184  1.0753711  0.93157846 0.82541496 0.78480744 0.76701534
 0.383164  ]"
285,285,test_1711,test,0,negative,creepy a to in s s costume,on the right track to something that s creepy and effective it s just going to take more than a man in a bullwinkle costume to get there,"[2.2537694  1.6413815  1.4079825  1.3216867  0.5657481  0.37206957
 0.2889587 ]"
1680,1680,test_628,test,1,positive,of and a blend fiction clever fact,a clever blend of fact and fiction,"[ 2.1167333   0.8600539   0.24703941 -0.29496202 -0.3135474  -0.6402136
 -1.2593161 ]"
874,874,test_1768,test,0,negative,that lots hipness movies try winds adults,winds up feeling like lots of other quirky movies that try to score hipness points with young adults,"[1.6303936  1.3987095  1.3815383  0.8348555  0.6823589  0.6242683
 0.37824392]"
741,741,test_456,test,1,positive,but talk a think who one comedy,a romantic comedy yes but one with characters who think and talk about their goals and are working on hard decisions,"[1.33649    1.1188948  1.0694963  0.80398285 0.77316403 0.59400517
 0.51232177]"
1181,1181,test_554,test,1,positive,it marvel ensnared without a version respects,a yarn that respects the marvel version without becoming ensnared by it,"[ 2.5842648   1.2220551   0.8965106   0.5618637   0.4905931   0.13029334
 -0.17484389]"
412,412,test_1637,test,0,negative,characters us care five fails the dramatic,as it abruptly crosscuts among the five friends it fails to lend the characters individual stories enough dramatic resonance to make us care about them,"[2.932105   2.0223434  1.4925936  0.6975178  0.6228434  0.5804252
 0.57997555]"
1389,1389,test_1285,test,0,negative,all nor neither only provocative to out,all this turns out to be neither funny nor provocative only dull,"[ 1.1542885   0.78710663  0.5534807   0.30596882  0.22177431 -0.31094953
 -0.45188397]"
374,374,test_105,test,1,positive,may have and its prove who classy,a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done,"[0.90056044 0.82801086 0.8124038  0.74318814 0.5234039  0.50562173
 0.48796892]"
1364,1364,test_560,test,1,positive,the films most s about one honest,it s one of the most honest films ever made about hollywood,"[ 1.1693103   1.1418575   0.7521395   0.3819074   0.29329225  0.13998923
 -0.90343106]"
1374,1374,test_736,test,1,positive,s a many eight is sandler showcase,eight crazy nights is a showcase for sandler s many talents,"[ 0.88261443  0.46660364  0.11435462 -0.22992694 -0.5813956  -0.6011998
 -0.6420747 ]"
1211,1211,test_1739,test,0,negative,here intelligent had we anyone all anything,had anyone here done anything remotely intelligent we all could have stopped watching long ago,"[1.0290792  0.7945016  0.679442   0.5619755  0.47580442 0.37391973
 0.31922254]"
1235,1235,test_649,test,1,positive,wonderful and created has force that weird,barney has created a tour de force that is weird wacky and wonderful,"[2.0785892  1.943443   1.4048173  1.1583215  0.48192477 0.3066579
 0.08804156]"
21,21,test_1472,test,0,negative,ll from french on never find situation,director brian levant who never strays far from his sitcom roots skates blithely from one implausible situation to another pausing only to tie up loose ends with more bows than you ll find on a french poodle,[2.3706114 1.8090186 1.6953702 1.5144768 1.4450856 1.2406095 1.1356484]
1486,1486,test_302,test,1,positive,of what films a model this should,a model of what films like this should be like,"[1.7837082  1.5029469  1.1924279  0.61917317 0.3658399  0.3566489
 0.1268978 ]"
108,108,test_192,test,1,positive,ca from put footnote you territory guessing,visits spy movie territory like a novel you ca n t put down examines a footnote to history seldom brought to light on the screen and keeps you guessing from first frame to last,[2.6090198 2.3942444 1.4454542 1.4269949 1.3560888 1.3185105 1.3076528]
172,172,test_1147,test,0,negative,charm devoid dull not frisk than snoozy,dull if not devoid of wit this shaggy dog longs to frisk through the back alleys of history but scarcely manages more than a modest snoozy charm,[1.2819598 1.183626  1.0713377 1.0568545 1.0562758 1.0410138 0.9558704]
1379,1379,test_846,test,1,positive,a and heart that both mind romp,an excellent romp that boasts both a heart and a mind,[1.9516917 1.6604382 1.3936305 1.1212723 0.8731315 0.678846  0.5985329]
1093,1093,test_202,test,1,positive,lead testud superlative give performances provocatuers and,lead provocatuers testud and parmentier give superlative performances,"[ 1.2962905   1.1366234  -0.03523976 -0.44866925 -0.8361126  -0.8609793
 -1.3132539 ]"
1551,1551,test_772,test,0,negative,melrose of south border a the like,like a south of the border melrose place,"[ 0.85345244  0.7435141   0.43748567  0.19491275  0.18600959 -0.12519765
 -0.5312105 ]"
421,421,test_155,test,1,positive,it attention careful as way moviemaking welcome,it s traditional moviemaking all the way but it s done with a lot of careful period attention as well as some very welcome wit,"[2.6252277  2.329515   1.7880765  0.97512573 0.58722425 0.42597735
 0.3398389 ]"
1529,1529,test_1794,test,0,negative,old quietly letters film entire researchers reading,an entire film about researchers quietly reading dusty old letters,"[ 0.5117942   0.3950122   0.06252583 -0.05460624 -0.56415576 -0.80296475
 -1.0422595 ]"
890,890,test_363,test,1,positive,impressive to finale close wounds ended s,most impressive though is the film s open ended finale that refuses to entirely close its characters emotional wounds,"[1.5370617  1.1211747  0.94521177 0.84145975 0.7882076  0.7395528
 0.40020156]"
980,980,test_1052,test,0,negative,it filmmaker very birot is nothing about,birot is a competent enough filmmaker but her story has nothing fresh or very exciting about it,"[ 1.036747    0.66219306  0.29592216  0.09332991  0.03642578 -0.05531221
 -0.15386364]"
1113,1113,test_621,test,1,positive,it there it but has enough are,there are slow and repetitive parts but it has just enough spice to keep it interesting,"[ 1.2763193   1.1981357   0.79656553  0.64143777  0.43565002  0.22438961
 -0.06466974]"
948,948,test_1793,test,0,negative,n frantic a hit ratio miss laughs,a frantic search for laughs with a hit to miss ratio that does n t exactly favour the audience,[1.8323491 1.3253075 1.0574554 1.036212  0.792294  0.6519222 0.2800327]
1276,1276,test_1786,test,0,negative,to refuses movie energy an develop grim,a grim flat and boring werewolf movie that refuses to develop an energy level,"[2.106766   1.2688533  0.86770386 0.7897584  0.6557653  0.43988582
 0.41631702]"
104,104,test_1516,test,0,negative,a drivel consumers moore brulee gob s,a gob of drivel so sickly sweet even the eager consumers of moore s pasteurized ditties will retch it up like rancid creme brulee,[2.9647138 1.8903079 1.7025225 1.5076995 1.3613465 1.3507142 1.0083143]
116,116,test_652,test,1,positive,innocuous fiascoes from making degrees he it,it is so refreshing to see robin williams turn 180 degrees from the string of insultingly innocuous and sappy fiascoes he s been making for the last several years,[2.6947074 2.0747027 1.9598682 1.4321094 1.3555652 1.1371275 1.0918877]
153,153,test_121,test,1,positive,indulge effects nemesis who the long forgotten,as lo fi as the special effects are the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten,[1.9766034 1.508116  1.4832946 1.4791665 1.2836621 0.9971569 0.8825796]
1630,1630,test_1135,test,0,negative,intermittently pleasing effort but routine an mostly,an intermittently pleasing but mostly routine effort,"[ 1.6569041   1.3938527   0.5220557   0.2911704   0.25357413 -0.6650888
 -0.8414675 ]"
646,646,test_1488,test,0,negative,start hollywood steven kids not off would,home alone goes hollywood a funny premise until the kids start pulling off stunts not even steven spielberg would know how to do,"[1.3559777  1.0877382  1.0433072  0.89237833 0.878509   0.6344797
 0.44990897]"
1328,1328,test_1395,test,0,negative,biggest lack utter offense and tension of,the movie s biggest offense is its complete and utter lack of tension,"[1.8373998  1.6073241  0.82551783 0.6837155  0.32015607 0.26276237
 0.10537276]"
120,120,test_787,test,0,negative,like on made riff us cannibal could,nothing denis has made before like beau travil and nenette et boni could prepare us for this gory perverted sex soaked riff on the cannibal genre,"[ 2.146355    0.55035543  0.4123217   0.3913143   0.32234702  0.11260095
 -0.02270159]"
157,157,test_397,test,1,positive,yourself you to a not fully of,one of the best examples of how to treat a subject you re not fully aware is being examined much like a photo of yourself you did n t know was being taken,[1.5132827 1.3556828 1.3504416 1.1484015 0.8968232 0.8710285 0.862024 ]
91,91,test_236,test,1,positive,of absolutely vision but a meaning own,parker holds true to wilde s own vision of a pure comedy with absolutely no meaning and no desire to be anything but a polished sophisticated entertainment that is in love with its own cleverness,[1.4495049 1.4062161 1.2800193 1.2506326 1.2278599 1.1233978 1.0975487]
314,314,test_1281,test,0,negative,falters and on cast itself clown that,falters when it takes itself too seriously and when it depends too heavily on its otherwise talented cast to clown in situations that are n t funny,[1.8250623 1.6395067 1.0910417 0.6807426 0.5979319 0.5577586 0.5482596]
1531,1531,test_161,test,1,positive,cop medium well that the understands story,a cop story that understands the medium amazingly well,"[ 1.9154416   0.7997144   0.26491964  0.25745913  0.08926396 -0.22535092
 -0.52314824]"
88,88,test_16,test,1,positive,top go film the lives involves of,with a cast that includes some of the top actors working in independent film lovely amazing involves us because it is so incisive so bleakly amusing about how we go about our lives,[2.1351209 1.6982309 1.6203915 1.2244213 1.1875627 1.0937725 0.7533469]
85,85,test_1441,test,0,negative,weak feel cheesy trek overall can given,the overall feel of the film is pretty cheesy but there s still a real sense that the star trek tradition has been honored as best it can given the embarrassing script and weak direction,"[2.9658098  2.4194136  2.380544   1.6088192  1.2874671  1.2146001
 0.94107985]"
892,892,test_423,test,1,positive,guys along with crazy and s is,elling really is about a couple of crazy guys and it s therapeutic to laugh along with them,"[ 2.0838704   1.2933832   0.9842203   0.97704446  0.9670968   0.9159389
 -0.02744899]"
1143,1143,test_1397,test,0,negative,the franchise it would is halloween been,if this is the resurrection of the halloween franchise it would have been better off dead,"[2.0459473  1.671344   1.266923   0.8943854  0.78927386 0.5849631
 0.4351186 ]"
232,232,test_1075,test,0,negative,as into of get silly plot carvey,a gimmick in search of a movie how to get carvey into as many silly costumes and deliver as many silly voices as possible plot mechanics be damned,"[2.447925   1.229376   1.0628074  0.99980426 0.95309836 0.7924128
 0.7788323 ]"
1336,1336,test_1493,test,0,negative,a animation this will challenge die hard,even die hard fans of japanese animation will find this one a challenge,"[1.8259428  1.0547434  0.6319499  0.53579676 0.22744502 0.13464014
 0.00608206]"
971,971,test_781,test,1,positive,at more the concerns in ethnicity of,in adobo ethnicity is not just the spice but at the heart of more universal concerns,"[1.6795697  1.3401306  1.1601322  1.1348411  0.31455556 0.14559618
 0.05384057]"
1317,1317,test_1084,test,0,negative,a half less quarter average second slightly,a strong first quarter slightly less so second quarter and average second half,"[ 2.6461756   0.5943608   0.05252748 -0.13715687 -0.18188743 -0.4288431
 -0.45503932]"
612,612,test_770,test,1,positive,family rarity a the market of little,there is a refreshing absence of cynicism in stuart little 2 quite a rarity even in the family film market,"[2.5380359  1.6207991  1.2661164  1.1265311  0.99520695 0.890805
 0.8169193 ]"
1006,1006,test_18,test,1,positive,professionalism for does with what it hearted,scores a few points for doing what it does with a dedicated and good hearted professionalism,"[ 1.8592854   1.050057    0.74375     0.13128479  0.12711683  0.09839898
 -0.06523363]"
768,768,test_1001,test,0,negative,video ballistic stillborn looking beaten future some,some like ballistic arrive stillborn looking like the beaten well worn video box cover of seven years into the future,"[2.8040054  2.282907   1.9149008  1.3199344  1.1440662  1.0220653
 0.78056717]"
1615,1615,test_659,test,1,positive,funny ultimately sobering sharp lively and film,sharp lively funny and ultimately sobering film,"[ 1.7182682   0.63671696  0.47446322  0.10737313 -1.1363786  -1.3913242
 -1.5467618 ]"
1127,1127,test_951,test,0,negative,folks nerdy it to best that inhabit,it s best to avoid imprisonment with the dull nerdy folks that inhabit cherish,"[1.4006429  0.6841697  0.6594188  0.63726175 0.5145047  0.31887427
 0.31073254]"
1490,1490,test_365,test,1,positive,escapism and relatively polished piece of sincere,a polished and relatively sincere piece of escapism,"[ 1.6559142   0.76678175  0.25816312  0.067436   -0.12656604 -0.35835254
 -0.8063976 ]"
936,936,test_1367,test,0,negative,myers make and decides evil with stick,if myers decides to make another austin powers movie maybe he should just stick with austin and dr evil,"[1.6376998  1.4516026  1.2011389  1.0630046  0.99275595 0.89518744
 0.71352017]"
1625,1625,test_1050,test,0,negative,movie like they me felt same to,they felt like the same movie to me,"[ 0.91528815  0.20988695 -0.22649279 -0.37907818 -0.6633278  -0.92991114
 -0.9789558 ]"
100,100,test_1081,test,0,negative,to the hit 1998 s but tale,there s plenty of style in guillermo del toro s sequel to the 1998 hit but why do we need 117 minutes to tell a tale that simply ca n t sustain more than 90 minutes,[2.086512  1.8219315 1.8034686 1.5276265 1.4240407 1.4206958 1.3659781]
1004,1004,test_1796,test,0,negative,in notion class stake nothing what this,what s at stake in this film is nothing more than an obsolete if irritating notion of class,"[2.3233032  1.613961   1.4658213  1.3250123  1.2701571  0.94276726
 0.3223772 ]"
189,189,test_449,test,1,positive,be especially those a from or aware,daughter from danang is a film that should be seen by all especially those who are n t aware of or have forgotten about the unmentioned victims of war,"[2.6105502  1.7230103  1.4344027  1.1094193  0.88150877 0.590641
 0.3955013 ]"
